REGION,FUEL,YEAR,VALUE
NAmerica,ELCUSAMA01,2048,1.3635875304783294
NAmerica,ELCUSASE01,2048,1.2691865299049243
NAmerica,ELCUSAFL01,2048,1.3083413243915316
NAmerica,ELCUSANY01,2048,1.3941302906681845
NAmerica,ELCUSANE01,2048,1.428407432584715
NAmerica,ELCUSANW01,2049,1.3411179595992129
NAmerica,ELCUSACA01,2049,1.3905934797604471
NAmerica,ELCUSAMN01,2049,1.220367933634798
NAmerica,ELCUSASW01,2049,1.3552485771227578
NAmerica,ELCUSACE01,2049,1.29954148388568
NAmerica,ELCUSATX01,2049,1.2764839065266644
NAmerica,ELCUSAMW01,2049,1.3308077590637812
NAmerica,ELCUSAAL01,2049,1.31073491204661
NAmerica,ELCUSAMA01,2049,1.3635875304783294
NAmerica,ELCUSASE01,2049,1.2691865299049243
NAmerica,ELCUSAFL01,2049,1.3083413243915316
NAmerica,ELCUSANY01,2049,1.3941302906681845
NAmerica,ELCUSANE01,2049,1.428407432584715
NAmerica,ELCUSANW01,2050,1.3411179595992129
NAmerica,ELCUSACA01,2050,1.3905934797604471
NAmerica,ELCUSAMN01,2050,1.220367933634798
NAmerica,ELCUSASW01,2050,1.3552485771227578
NAmerica,ELCUSACE01,2050,1.29954148388568
NAmerica,ELCUSATX01,2050,1.2764839065266644
NAmerica,ELCUSAMW01,2050,1.3308077590637812
NAmerica,ELCUSAAL01,2050,1.31073491204661
NAmerica,ELCUSAMA01,2050,1.3635875304783294
NAmerica,ELCUSASE01,2050,1.2691865299049243
NAmerica,ELCUSAFL01,2050,1.3083413243915316
NAmerica,ELCUSANY01,2050,1.3941302906681845
NAmerica,ELCUSANE01,2050,1.428407432584715
